age,attendance_percent,avg_marks,prev_failures,parents_education,family_income,extracurricular,behavior_issues,dropout
24,88.4,52.4,0,3,3,5,0,1
17,89.1,40.8,0,2,2,4,2,0
25,59.2,29.7,1,3,4,3,0,0
23,100.0,72.0,0,3,1,2,0,0
17,66.5,65.7,0,3,1,3,1,0
20,68.5,90.6,3,4,1,2,4,1
22,89.6,82.2,0,6,4,3,0,0
23,75.7,75.8,0,1,4,4,0,0
16,84.6,64.6,0,5,2,2,1,0
21,47.7,92.2,2,2,2,3,1,0
16,84.3,100.0,0,4,3,1,1,1
17,83.3,90.2,1,3,3,2,3,0
16,72.4,60.7,0,4,1,2,0,0
20,48.9,85.6,0,4,3,0,0,0
25,76.8,62.0,0,3,2,6,0,0
24,79.4,47.9,1,3,2,2,1,0
21,74.5,52.0,1,5,0,3,1,0
16,52.5,62.8,1,2,3,3,2,0
16,100.0,72.1,1,2,4,1,3,0
17,70.4,100.0,0,0,3,1,0,1
24,76.7,52.4,1,2,3,1,4,0
18,43.9,96.5,0,3,2,1,0,1
16,100.0,63.7,1,3,3,1,1,1
20,73.0,29.7,0,2,2,7,2,0
22,81.5,59.9,0,1,3,5,1,0
21,96.8,93.5,0,4,2,3,2,0
16,69.9,76.9,0,5,3,3,1,0
20,94.4,78.1,0,7,3,2,3,0
20,49.1,96.6,1,6,3,2,2,0
21,88.3,49.3,0,6,3,1,1,0
18,100.0,49.0,0,5,2,3,3,0
20,71.3,24.7,1,4,4,2,3,0
22,96.8,87.5,0,1,2,0,1,1
20,100.0,81.2,1,4,5,3,1,0
20,76.2,84.5,0,1,3,3,2,0
20,74.9,46.3,3,5,1,1,2,0
25,66.5,37.9,0,3,4,2,0,0
25,72.4,43.6,0,4,2,4,1,0
18,67.8,51.5,0,1,5,2,3,0
16,66.5,100.0,0,3,3,1,0,0
20,98.0,90.0,2,3,0,4,2,0
24,68.2,60.8,0,2,2,2,1,0
16,83.9,76.0,0,3,2,2,0,0
18,80.6,56.4,0,0,4,4,0,0
19,100.0,77.3,1,3,3,0,2,0
16,72.5,47.2,0,3,2,1,1,0
16,85.7,85.0,3,5,3,1,1,0
23,91.9,53.0,0,3,2,3,1,0
17,100.0,86.1,0,3,1,3,1,0
23,72.2,61.5,0,7,1,6,0,0
22,70.7,54.2,1,4,2,2,1,1
25,64.1,100.0,2,3,1,4,1,0
25,100.0,73.5,0,3,1,1,0,0
17,100.0,63.6,0,5,0,2,1,0
21,79.4,85.2,1,3,4,2,1,0
21,100.0,43.2,0,3,1,1,0,0
18,78.5,92.1,0,5,1,3,2,0
17,90.9,67.2,0,1,1,8,1,1
16,80.2,82.0,0,5,2,3,0,0
21,86.0,39.0,0,3,2,4,1,0
20,84.4,62.4,0,4,1,2,1,0
24,73.6,70.1,0,5,3,2,0,1
16,96.4,90.6,1,2,3,2,0,0
22,90.7,83.6,0,5,2,2,0,1
20,95.4,62.2,1,6,2,5,1,1
20,84.8,76.4,0,3,2,2,1,1
17,66.4,95.1,1,6,1,5,2,1
18,100.0,66.0,0,0,3,3,1,1
22,76.1,63.8,1,5,4,3,2,0
21,85.5,32.2,0,3,3,4,1,1
17,89.5,64.4,2,3,2,5,1,0
21,85.4,35.2,0,2,4,2,2,0
17,93.7,67.7,0,3,2,1,1,0
17,96.1,89.8,3,2,1,2,1,1
17,76.6,27.6,0,6,2,2,1,0
18,100.0,94.7,0,5,3,2,2,0
17,76.0,63.4,2,1,4,3,1,0
19,85.1,69.5,0,1,2,1,1,0
24,74.2,60.0,0,5,1,2,0,0
21,69.9,35.7,3,3,3,2,1,1
16,95.7,54.3,0,2,4,2,0,1
23,100.0,100.0,2,3,1,1,3,0
22,74.6,48.1,0,3,4,2,1,0
25,98.2,38.2,1,2,2,5,0,0
18,75.1,72.8,0,4,3,3,0,1
16,79.8,68.3,3,4,2,3,0,1
20,100.0,63.5,0,1,2,6,0,0
19,63.9,70.3,0,6,3,2,2,0
25,59.9,82.9,1,4,4,6,2,0
23,78.7,58.3,0,2,2,2,3,0
16,90.0,73.9,1,2,2,3,2,0
25,87.0,90.5,2,1,1,1,1,1
16,85.4,50.1,0,3,1,2,3,1
19,80.5,23.6,1,1,3,1,3,0
23,91.8,83.4,0,3,1,3,2,1
20,36.3,100.0,0,1,3,4,2,0
17,68.7,69.9,0,4,2,5,1,0
21,78.6,74.0,1,5,5,3,0,0
20,90.6,64.1,0,3,1,2,1,0
17,100.0,100.0,1,4,0,4,1,0
18,66.7,68.4,0,6,0,4,1,0
24,100.0,66.3,1,4,4,4,2,0
22,73.2,88.2,0,3,2,2,2,1
22,78.1,60.3,1,3,0,2,1,0
21,88.7,44.3,0,5,4,0,0,0
23,77.0,87.6,0,1,4,2,1,0
19,96.7,58.2,0,3,4,1,0,0
23,73.9,50.5,1,4,1,3,1,1
19,74.2,100.0,0,4,2,2,1,0
23,95.8,66.4,1,5,3,4,0,0
24,68.6,79.9,0,3,2,3,0,0
18,83.7,70.6,1,1,1,2,1,1
18,55.1,52.3,0,6,1,4,2,0
17,100.0,83.8,0,1,5,1,0,1
25,98.1,76.3,0,1,1,3,2,0
18,100.0,56.8,0,3,3,4,1,0
18,100.0,78.7,0,5,2,1,0,0
20,63.1,59.7,2,5,3,2,1,1
20,90.0,47.9,3,6,3,2,3,0
17,66.2,45.9,1,1,2,5,1,0
25,100.0,75.4,0,3,2,4,1,0
21,63.5,62.3,0,2,3,1,2,0
20,62.8,100.0,1,5,2,3,2,1
21,55.9,69.1,0,3,3,3,0,1
16,72.7,54.3,2,0,3,2,2,1
20,69.7,73.2,0,4,2,4,3,0
24,61.1,44.1,3,3,2,3,2,0
25,100.0,68.3,0,3,1,1,2,1
17,87.9,76.4,1,5,3,1,1,1
16,86.2,73.9,0,2,0,1,1,0
25,100.0,96.1,2,2,5,0,1,0
24,83.8,100.0,0,2,5,3,1,0
25,68.8,83.4,1,3,1,3,2,0
24,54.5,93.6,1,1,1,4,3,0
24,67.9,100.0,0,4,2,2,2,0
21,100.0,49.9,0,2,5,5,4,1
23,61.2,72.6,0,6,2,2,1,0
16,85.3,60.4,0,2,2,4,2,0
25,95.5,86.9,0,2,3,3,1,0
19,84.3,75.4,0,2,1,2,0,0
16,86.0,53.6,0,5,2,4,1,1
23,89.8,70.2,1,3,1,3,1,0
16,85.7,90.9,1,5,3,4,3,0
18,100.0,43.9,0,5,1,2,1,0
19,64.4,54.1,2,6,2,4,3,0
23,83.6,51.1,2,5,4,4,0,0
21,52.7,76.5,0,1,2,4,2,0
25,48.9,94.8,0,5,3,1,2,0
22,78.8,29.8,0,6,0,3,2,0
23,88.2,71.9,1,7,2,3,1,0
17,100.0,51.5,1,1,0,4,2,0
25,100.0,90.1,0,4,2,2,1,0
23,99.8,65.3,1,2,1,3,2,0
18,90.9,72.6,0,2,1,0,1,0
22,82.4,70.0,0,4,0,3,0,0
18,57.0,92.5,1,6,2,3,0,0
22,77.8,100.0,1,4,2,3,1,0
17,99.4,47.3,0,5,2,3,3,0
25,93.5,50.9,0,0,0,3,1,1
21,60.7,76.4,2,0,3,2,2,0
18,89.2,53.7,0,4,2,0,1,0
18,87.9,88.7,1,3,2,4,3,0
24,85.2,91.9,0,5,4,2,1,0
22,79.6,59.1,0,3,2,3,0,0
20,90.0,54.7,0,3,1,3,2,1
25,90.5,64.5,0,3,2,3,2,1
22,70.4,72.1,1,2,4,4,1,1
24,86.8,76.3,0,6,2,1,1,0
16,77.2,24.9,0,3,4,3,0,0
22,57.7,50.7,0,3,3,4,1,0
21,71.6,61.9,0,5,2,2,1,1
25,56.5,54.1,2,3,3,0,1,0
24,94.7,20.0,1,5,2,3,1,0
16,85.3,32.2,0,1,2,3,1,0
19,74.7,43.9,1,2,2,2,0,0
24,100.0,67.7,1,6,3,6,1,0
19,81.0,61.3,1,5,2,3,2,0
25,58.5,57.4,0,3,0,2,0,0
18,73.4,85.9,0,4,3,3,0,0
24,100.0,85.9,0,6,3,1,0,0
17,70.0,73.0,1,2,5,4,4,0
19,84.1,72.4,1,1,2,2,1,0
21,91.2,52.9,0,3,0,3,1,0
17,88.8,55.3,0,1,1,3,1,1
23,100.0,35.8,0,2,3,3,3,0
23,62.4,65.0,0,5,0,2,1,0
16,63.9,85.7,3,0,4,0,0,0
18,62.6,97.1,0,5,1,1,1,0
25,75.6,65.1,0,3,4,5,2,1
24,96.5,79.8,3,4,3,3,1,0
20,64.5,20.0,0,4,4,2,1,1
21,96.7,61.3,1,3,1,1,4,0
19,80.5,60.9,0,1,2,4,3,0
25,63.4,99.8,0,1,0,3,3,1
17,53.7,77.9,0,5,1,1,0,0
23,57.1,79.9,1,2,2,2,0,0
21,70.0,78.8,0,0,3,1,1,1
20,77.5,70.9,0,6,0,2,2,0
24,100.0,100.0,1,7,4,3,2,0
16,92.0,23.9,0,3,0,2,2,0
20,67.4,72.9,0,0,2,2,3,1
21,86.1,92.6,0,4,0,3,2,0
20,100.0,32.2,0,5,3,3,0,0
21,100.0,86.8,1,1,1,0,0,1
21,75.3,54.8,1,1,4,2,1,0
22,94.4,72.2,3,5,2,1,1,0
19,100.0,54.4,1,6,4,2,0,0
23,57.4,89.2,0,5,1,5,2,0
22,72.3,64.2,2,2,2,3,0,1
24,100.0,86.9,0,3,3,5,2,0
22,75.5,78.7,0,4,4,3,2,0
18,36.1,54.1,0,2,2,3,0,1
18,78.2,80.0,0,2,4,6,0,1
23,96.9,56.7,1,2,1,2,0,0
20,80.1,71.3,0,3,3,3,0,0
19,90.7,63.9,0,3,2,4,1,1
23,94.1,88.0,0,5,1,4,1,0
21,74.7,80.8,0,5,2,2,1,1
17,72.2,69.4,0,6,4,7,1,0
19,82.3,56.3,1,5,5,2,1,0
19,82.7,44.6,0,2,2,3,1,1
21,80.8,72.7,1,3,4,4,0,0
21,81.4,57.4,0,3,2,2,0,0
16,68.8,32.4,0,0,3,1,2,1
23,91.3,43.4,1,6,0,4,1,0
21,89.0,100.0,1,0,2,3,2,0
18,60.0,56.8,0,3,0,2,0,0
24,74.2,91.6,1,4,1,1,0,0
17,81.4,62.9,3,3,2,5,1,0
23,72.0,94.8,3,4,4,0,2,0
25,89.6,93.3,1,3,2,1,2,0
18,79.0,53.5,1,2,4,3,0,0
20,82.5,30.2,0,2,4,1,3,1
21,74.0,31.9,1,6,1,1,1,0
25,50.1,53.8,0,2,2,2,0,0
21,49.2,100.0,3,2,3,5,0,0
19,88.8,61.8,0,3,4,5,1,0
18,84.0,72.9,0,1,5,3,1,0
19,86.6,96.1,0,3,3,4,0,0
16,82.0,72.2,0,4,2,3,3,1
19,83.2,71.5,0,5,3,4,2,0
16,94.5,82.5,0,4,1,4,2,1
16,86.7,75.8,1,1,1,0,1,1
25,95.6,68.0,1,3,3,2,1,0
21,82.6,55.6,0,0,4,2,1,0
20,75.5,71.6,1,0,5,2,1,0
19,82.9,91.9,0,3,2,3,3,0
18,67.5,100.0,0,2,3,1,1,0
16,74.3,75.8,1,4,4,3,1,0
21,82.7,85.1,1,4,3,3,0,0
17,82.5,75.4,0,5,2,3,3,0
23,78.4,68.3,0,5,3,3,0,0
25,59.2,80.3,0,0,2,1,2,0
20,89.5,93.8,0,3,3,1,1,0
22,92.5,52.3,0,2,3,3,1,0
25,100.0,41.0,3,3,4,2,2,0
17,86.6,59.3,1,2,1,5,0,0
23,80.0,74.2,1,1,2,2,1,0
17,64.8,87.4,0,3,2,1,0,1
19,100.0,50.2,1,4,1,4,1,0
16,83.7,20.2,0,4,5,5,0,1
20,82.9,59.8,0,3,1,2,0,0
24,76.2,66.1,0,3,2,0,2,0
16,75.2,46.8,1,3,4,2,1,0
24,90.3,54.9,2,4,0,2,0,0
23,64.7,87.3,0,0,4,3,1,0
21,100.0,71.6,0,4,2,2,1,0
22,100.0,76.9,0,4,0,4,1,0
18,74.7,62.9,1,2,4,2,3,0
16,67.0,54.9,0,0,0,3,2,0
20,49.8,62.7,0,1,2,2,0,1
17,61.2,80.0,1,3,0,1,1,0
20,90.9,40.2,0,5,0,3,0,1
23,84.7,100.0,0,3,4,3,0,1
24,87.4,81.5,0,3,3,1,3,1
17,52.3,59.3,1,6,1,3,1,0
18,74.1,86.3,0,2,3,2,2,0
18,100.0,94.4,3,1,3,4,0,1
16,78.6,63.4,1,3,4,5,0,0
23,60.9,65.7,0,4,2,3,1,0
21,78.3,99.9,0,4,4,1,1,0
23,68.4,100.0,0,3,2,0,2,0
24,85.0,70.6,0,6,3,2,1,0
20,80.3,46.8,2,4,5,3,1,1
18,88.1,60.6,1,1,1,5,1,1
20,61.7,90.7,0,4,1,5,2,0
20,73.3,49.4,0,0,2,4,2,0
20,96.4,65.8,0,4,1,3,1,0
18,59.7,75.9,0,2,1,5,2,0
25,65.0,51.5,0,4,3,4,1,0
19,83.0,91.9,0,3,2,2,2,0
24,84.3,83.9,3,5,2,3,2,0
25,72.7,100.0,0,3,2,1,0,0
24,75.8,85.6,0,4,1,2,1,1
17,88.0,50.8,2,2,2,3,4,1
23,92.7,80.6,0,6,3,2,1,0
23,64.0,89.8,0,5,1,3,2,0
22,85.5,90.8,0,2,5,1,0,0
23,100.0,54.5,0,6,2,3,1,1
18,78.3,52.1,3,3,4,1,2,1
21,63.8,47.2,2,4,1,2,1,0
16,63.1,100.0,2,4,3,3,1,0
22,77.6,82.5,1,0,3,2,0,0
16,95.5,53.6,0,6,4,1,0,0
24,79.4,72.5,2,3,3,2,1,0
16,82.8,67.5,3,2,5,3,2,1
16,65.1,50.5,0,5,3,2,3,0
22,94.7,70.7,0,4,3,2,1,1
17,62.8,73.8,0,1,4,3,2,0
20,72.4,100.0,0,1,3,3,2,0
23,89.4,56.9,0,4,2,2,2,0
23,49.4,35.8,2,1,1,2,2,1
18,82.6,49.0,2,6,4,2,1,1
22,64.4,52.1,0,4,2,2,1,0
18,80.2,61.5,0,3,3,1,0,1
21,74.7,49.1,1,3,0,4,2,1
21,100.0,86.4,1,3,2,0,0,1
18,74.1,47.7,0,3,3,1,0,0
22,100.0,70.4,1,5,2,4,1,0
18,88.8,100.0,2,6,2,2,3,0
23,68.0,81.1,2,4,1,2,2,0
25,85.0,79.0,0,3,2,2,1,1
19,75.4,100.0,0,2,3,0,2,0
16,83.6,94.9,2,4,1,1,3,1
19,69.3,81.3,0,4,3,1,1,1
22,100.0,63.8,1,4,2,3,1,1
19,93.9,69.5,0,0,5,4,1,0
21,80.5,68.6,0,5,0,5,1,0
24,100.0,62.0,0,3,1,2,3,0
16,81.1,74.2,0,4,2,2,2,1
20,96.5,77.0,2,5,2,7,2,0
22,80.6,45.1,0,4,0,2,1,0
16,85.9,100.0,2,3,4,3,3,0
19,78.8,78.2,2,4,2,5,0,0
21,81.4,64.7,0,0,2,2,0,0
17,82.6,74.4,1,5,2,2,0,0
25,70.0,88.6,0,1,4,4,2,1
20,74.0,40.7,1,3,1,2,2,0
25,76.7,67.9,0,1,1,0,1,1
16,83.4,46.3,0,5,1,1,1,0
21,79.5,100.0,0,4,3,1,1,0
21,97.6,72.8,1,4,4,1,0,1
19,92.7,46.4,2,4,2,3,0,0
23,77.1,100.0,0,5,1,0,1,0
19,100.0,59.3,0,1,1,5,2,0
23,100.0,65.8,0,4,3,4,2,0
23,49.3,67.3,1,4,1,1,0,0
20,94.0,53.0,0,0,4,5,0,0
19,69.6,74.9,1,2,1,4,2,1
17,92.0,25.8,0,2,0,4,0,0
18,98.6,91.7,0,1,0,2,1,1
18,66.8,47.4,1,3,4,3,0,1
19,52.2,61.7,1,0,3,4,1,0
19,92.5,85.0,1,4,5,1,1,0
25,82.0,65.9,0,2,2,2,0,0
20,55.0,66.7,2,2,1,2,1,1
19,100.0,49.8,0,6,2,2,1,0
25,89.4,100.0,2,3,2,2,0,0
23,90.1,80.6,0,2,2,1,2,0
21,100.0,48.3,0,4,2,1,2,0
21,71.3,73.6,0,2,0,4,0,0
23,82.0,46.9,0,1,0,6,0,0
22,60.2,100.0,0,0,3,5,0,0
25,70.9,74.0,2,6,2,3,1,0
25,85.8,50.5,1,4,4,6,2,1
23,55.0,84.0,3,5,2,2,0,0
17,70.5,64.4,0,7,4,2,1,0
24,66.1,44.2,0,6,2,3,0,0
16,82.1,77.6,2,4,0,4,1,1
23,88.6,77.1,0,4,5,2,0,0
19,91.1,92.8,0,3,2,6,3,1
19,95.0,71.3,2,1,3,2,1,0
20,100.0,72.1,0,4,3,2,1,0
23,89.1,73.2,0,4,2,1,2,0
20,100.0,100.0,2,6,3,2,0,0
23,81.8,63.8,0,3,4,3,0,0
25,77.4,79.4,2,4,2,2,3,0
16,89.1,82.3,0,4,3,3,1,0
25,76.8,77.0,1,2,3,2,3,0
24,100.0,63.0,0,4,1,0,1,0
21,97.0,72.4,1,3,2,1,4,0
18,91.3,68.1,0,3,1,4,2,0
23,82.0,100.0,1,3,3,3,0,0
24,73.9,60.8,0,2,4,2,2,0
21,90.5,51.7,0,3,3,1,0,0
22,63.1,69.9,1,4,1,0,1,0
16,100.0,68.5,0,3,2,2,1,1
20,77.3,73.9,0,3,4,1,2,1
20,84.6,60.9,0,1,2,2,2,1
25,66.4,72.2,0,2,4,1,2,0
19,90.8,72.6,0,3,3,2,2,0
21,73.2,88.1,0,3,0,3,2,0
22,89.7,71.9,0,4,1,3,1,0
24,91.4,72.0,1,5,2,6,2,0
16,70.3,80.3,0,2,3,1,2,0
21,63.1,87.4,0,0,4,2,2,0
22,100.0,50.3,3,3,3,1,4,0
18,77.1,45.0,2,3,2,2,0,1
23,83.4,100.0,0,4,1,3,1,0
20,87.3,84.1,0,5,3,2,2,0
24,61.2,65.6,2,5,1,3,0,0
20,86.9,70.4,0,1,3,3,1,0
24,81.5,62.1,0,6,1,2,2,0
25,70.3,74.2,0,1,0,3,0,0
19,62.7,50.6,1,4,1,6,3,1
24,89.1,86.8,0,4,1,1,3,0
20,96.9,73.5,1,4,3,2,1,0
25,82.7,74.2,1,2,1,2,2,1
24,58.5,52.1,0,3,4,3,0,1
18,64.1,80.5,2,3,2,3,2,0
19,73.5,52.6,0,2,2,3,1,0
24,100.0,56.2,0,0,2,1,2,1
25,76.3,71.8,0,4,2,1,0,1
21,73.0,100.0,0,3,0,3,1,0
17,54.9,73.4,0,4,5,3,2,1
22,70.1,20.0,0,1,2,0,0,0
17,61.5,57.1,0,5,0,3,2,0
17,65.0,83.7,0,1,2,4,3,0
16,81.8,47.4,0,5,2,3,1,0
18,74.0,86.6,1,3,0,6,2,0
21,100.0,73.2,0,3,4,1,1,0
23,96.2,89.8,1,5,0,4,1,0
24,70.9,58.8,0,2,2,2,0,0
22,66.2,57.3,0,2,5,4,1,0
19,100.0,81.3,0,3,1,0,1,0
21,100.0,69.8,0,2,1,5,1,1
20,47.1,68.6,0,3,0,4,0,1
23,81.4,100.0,0,2,0,0,0,0
16,76.2,82.1,3,5,0,4,2,0
16,89.7,30.2,3,4,4,3,0,1
21,100.0,86.0,0,0,4,2,1,0
25,72.7,84.0,1,5,3,3,0,0
17,49.1,93.7,0,3,2,1,1,0
20,88.7,51.2,0,3,4,3,4,0
16,100.0,76.5,1,3,2,3,2,0
22,75.4,72.2,0,4,2,1,0,0
16,69.4,50.8,0,3,2,5,1,0
19,73.4,88.9,0,4,0,1,3,0
24,92.8,65.2,0,1,4,1,2,0
16,73.2,93.1,0,6,3,4,0,0
19,84.9,55.1,0,4,3,1,2,0
21,80.4,40.8,0,2,3,2,0,0
21,78.9,65.1,0,4,3,3,1,1
23,90.5,74.6,1,4,0,2,0,0
16,72.8,59.3,0,1,2,1,4,0
22,73.5,20.0,1,2,4,2,2,0
16,92.0,77.7,1,0,0,2,0,1
22,65.2,77.6,1,5,5,2,1,1
18,66.8,83.7,1,4,2,2,0,0
23,61.1,62.4,0,3,1,1,0,1
18,92.7,61.3,0,1,2,2,1,0
16,78.4,98.8,0,3,4,0,1,0
23,60.3,38.5,3,3,2,2,0,0
18,92.8,65.1,0,4,3,1,1,0
17,71.7,72.8,0,6,2,2,1,0
16,66.9,82.1,0,3,3,2,1,1
18,77.1,73.4,3,3,1,1,0,0
17,100.0,51.6,0,3,0,1,0,0
17,74.1,93.4,0,5,1,0,1,0
21,88.6,70.0,0,2,1,5,1,0
16,90.9,36.6,3,3,1,3,1,0
17,86.6,74.2,0,4,3,2,3,0
21,99.1,79.5,0,0,2,4,0,0
18,69.4,100.0,1,2,0,3,1,1
19,64.3,78.2,0,4,0,1,0,0
16,64.1,40.4,2,2,0,2,0,1
23,77.8,41.1,0,3,2,5,1,0
22,65.8,95.2,0,3,0,1,2,0
22,82.2,53.9,2,3,2,4,2,0
18,81.2,39.0,3,1,2,5,2,0
25,95.3,90.0,0,6,2,1,0,0
25,84.4,60.5,0,0,3,3,1,0
18,73.8,88.9,1,4,1,1,2,0
17,86.2,51.7,0,1,1,1,1,0
16,64.5,99.5,2,3,1,2,3,0
22,79.4,87.4,2,2,0,1,0,0
22,84.8,55.5,0,1,1,3,2,0
17,81.9,36.8,3,1,3,3,1,1
22,86.2,100.0,0,3,1,2,1,1
23,70.3,65.8,1,3,5,3,1,1
16,97.3,54.7,0,1,1,4,1,0
24,100.0,97.7,2,6,3,2,4,0
22,56.0,88.9,1,2,3,1,0,0
18,61.8,93.7,1,3,2,2,0,0
23,80.6,68.0,2,2,2,4,2,0
22,76.2,100.0,0,3,2,1,0,1
23,100.0,43.8,0,5,4,2,1,0
21,83.3,59.0,2,3,2,3,2,1
24,100.0,77.8,1,2,0,3,2,1
20,49.3,93.4,2,2,2,3,3,1
18,92.2,83.2,2,5,1,3,2,1
18,69.3,68.3,0,1,4,3,2,0
16,69.0,60.5,0,3,3,2,3,0
23,76.3,93.5,0,2,0,2,1,0
17,58.6,85.3,1,2,1,2,1,1
18,86.6,52.5,0,2,0,3,2,0
23,82.9,51.9,1,5,4,2,0,0
23,84.0,59.1,0,4,4,2,0,0
19,93.3,56.5,0,4,1,5,2,0
19,100.0,90.6,0,2,2,3,3,0
20,74.5,78.7,0,3,4,4,1,1
21,87.2,81.2,1,3,1,1,0,0
20,84.4,73.8,0,4,1,1,1,0
22,85.7,74.8,0,1,2,2,1,0
17,85.9,38.4,0,6,0,1,1,0
22,100.0,85.9,1,3,0,7,1,0
25,73.1,58.7,1,6,5,2,0,0
22,57.1,69.3,0,0,2,3,1,0
16,69.5,60.5,1,2,2,2,2,0
22,91.4,72.9,0,1,2,0,2,1
20,80.3,81.5,0,5,3,5,0,1
18,73.0,49.8,1,3,2,1,1,0
18,63.9,75.1,0,5,1,1,0,0
19,83.3,61.0,1,5,1,5,3,0
17,89.7,96.4,0,4,3,2,0,0
17,84.6,47.7,3,4,1,2,3,0
16,76.2,49.9,0,4,0,1,2,0
20,82.2,62.8,0,4,2,2,1,1
19,82.1,51.5,2,3,0,3,1,0
25,82.8,65.5,0,4,5,2,2,1
17,62.2,59.4,0,5,3,3,0,0
18,83.0,71.8,0,3,1,2,0,0
22,73.4,90.2,0,6,1,2,0,0
22,95.6,71.4,0,0,2,2,1,1
19,82.0,73.2,0,3,2,2,1,0
20,92.5,48.9,1,1,3,1,4,1
20,75.5,67.3,0,1,2,2,0,0
21,76.0,61.6,1,5,2,4,2,0
24,100.0,83.6,0,6,5,2,0,0
17,86.5,54.7,0,5,2,3,1,0
20,69.3,52.8,0,6,2,3,0,0
18,93.5,76.3,0,2,3,4,3,0
19,72.0,100.0,0,1,4,1,0,0
25,83.4,66.5,0,3,3,3,2,0
21,100.0,73.4,0,5,3,3,0,0
23,58.5,89.0,0,0,2,4,2,0
16,77.4,80.2,0,7,2,4,1,0
25,86.1,80.3,0,4,1,0,0,0
23,91.5,68.1,1,6,3,1,1,0
22,61.4,68.5,0,3,1,2,0,0
16,57.0,54.9,0,3,0,2,1,1
17,96.4,79.7,0,5,4,0,0,0
18,69.2,79.3,0,5,2,3,2,1
16,68.6,84.3,0,2,1,1,1,0
24,100.0,60.2,2,6,1,5,0,0
23,81.0,86.6,1,5,2,3,2,0
17,81.1,92.7,1,0,2,2,0,0
24,77.3,45.7,1,1,0,1,1,0
22,61.6,64.1,0,3,0,1,1,1
24,90.1,93.5,0,3,1,6,3,0
21,86.1,57.0,1,4,1,5,0,0
21,82.5,80.6,0,1,1,2,1,0
19,78.3,70.2,0,4,2,1,1,0
25,75.6,76.6,1,4,1,3,1,0
25,93.7,70.8,1,2,0,2,1,0
17,77.9,84.9,0,3,4,0,0,0
22,79.0,49.6,0,2,4,1,1,0
20,87.9,51.7,1,1,1,1,1,0
21,83.1,99.3,1,4,1,0,1,0
17,100.0,100.0,1,6,2,2,0,0
20,53.6,69.9,3,2,3,1,0,0
25,84.5,100.0,0,3,5,1,1,0
19,69.4,54.6,0,2,2,2,1,0
24,65.9,59.4,0,2,3,1,0,0
21,73.1,99.1,0,3,4,3,1,0
17,80.8,86.1,2,4,2,2,1,0
16,81.5,100.0,3,0,1,1,0,0
20,57.2,79.4,0,6,2,3,2,0
24,71.9,49.7,0,0,1,4,3,1
21,84.2,74.5,0,5,0,4,0,0
25,66.8,94.0,1,5,3,2,0,0
22,63.3,67.3,0,3,1,2,1,0
20,46.2,64.3,0,1,0,4,0,0
25,70.1,79.7,0,4,4,2,2,0
21,62.8,58.8,0,4,2,3,1,0
20,65.2,75.9,2,5,1,1,0,0
24,75.9,71.3,0,4,1,1,0,1
21,71.0,60.2,0,3,1,3,0,0
23,62.5,89.6,0,5,1,6,0,0
17,48.3,82.9,0,7,4,3,1,1
24,84.5,62.9,1,4,1,2,0,1
20,91.3,69.7,0,5,2,4,1,0
22,74.0,64.6,0,4,0,5,0,1
25,76.0,57.2,1,4,4,1,2,1
16,80.0,36.0,0,4,3,0,0,1
25,100.0,60.3,1,4,4,4,0,0
20,56.5,57.5,0,3,2,2,0,0
25,73.8,72.3,0,4,4,7,2,0
17,54.2,78.8,1,4,4,2,1,1
21,85.4,54.0,1,3,3,2,0,0
16,77.8,77.5,0,3,0,1,0,0
18,83.0,50.9,0,5,0,0,4,0
20,82.3,67.5,0,4,1,3,2,0
19,94.9,58.0,0,1,1,2,1,0
18,88.1,84.9,0,5,3,2,1,0
25,92.5,72.3,1,5,2,2,1,0
20,64.0,67.8,0,3,2,1,0,0
23,97.9,57.5,0,2,1,2,2,0
19,69.2,63.4,0,6,1,3,2,1
16,70.0,100.0,0,5,1,4,1,0
22,84.1,60.0,1,2,2,1,2,0
23,84.5,79.6,0,1,3,3,1,1
18,63.9,67.7,0,3,1,1,0,0
21,77.4,79.0,3,4,3,2,0,1
17,100.0,86.7,0,2,2,1,1,0
22,58.0,62.9,0,3,4,3,0,0
23,100.0,84.2,0,3,1,3,1,0
21,76.4,100.0,3,5,2,2,0,0
21,44.9,81.4,3,3,0,2,0,0
20,59.5,100.0,0,3,2,4,2,0
23,65.5,79.6,0,6,2,3,4,0
16,70.6,51.4,2,2,3,2,1,1
25,78.4,75.5,0,2,1,8,1,0
19,39.4,63.4,0,5,1,2,2,1
19,82.8,58.1,1,2,3,4,1,0
18,64.2,68.5,0,5,2,2,0,0
18,100.0,66.9,0,1,2,7,1,0
19,75.9,48.8,1,1,4,2,1,1
16,94.1,100.0,0,6,2,5,1,0
17,96.7,86.2,0,3,3,2,0,1
24,96.2,74.9,0,4,3,2,2,0
25,71.5,71.8,0,2,4,6,0,0
17,71.3,94.0,0,2,3,4,0,0
20,76.6,100.0,0,5,0,4,0,0
24,89.5,83.7,1,3,2,3,0,0
24,72.3,72.4,2,3,5,2,2,0
23,78.2,99.5,0,0,1,2,1,0
16,84.1,72.8,1,3,2,4,2,1
16,66.4,78.7,1,5,4,2,1,0
24,65.5,90.0,1,5,2,1,1,1
23,77.6,62.3,0,4,2,2,1,0
25,79.6,28.5,2,4,0,0,1,1
24,86.5,61.3,0,3,2,4,1,0
22,90.1,85.5,0,3,1,4,1,0
